SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower,NodeSpeed
66,0,0,10,AODV,7.5,10
67,0,0,10,AODV,7.5,10
68,0,0,10,AODV,7.5,10
69,0,0,10,AODV,7.5,10
70,0,0,10,AODV,7.5,10
71,0,0,10,AODV,7.5,10
72,0,0,10,AODV,7.5,10
73,0,0,10,AODV,7.5,10
74,0,0,10,AODV,7.5,10
75,0,0,10,AODV,7.5,10
76,0,0,10,AODV,7.5,10
77,0,0,10,AODV,7.5,10
78,0,0,10,AODV,7.5,10
79,0,0,10,AODV,7.5,10
80,0,0,10,AODV,7.5,10
81,0,0,10,AODV,7.5,10
82,0,0,10,AODV,7.5,10
83,0,0,10,AODV,7.5,10
84,0,0,10,AODV,7.5,10
85,0,0,10,AODV,7.5,10
86,0,0,10,AODV,7.5,10
87,0,0,10,AODV,7.5,10
88,0,0,10,AODV,7.5,10
89,0,0,10,AODV,7.5,10
90,0,0,10,AODV,7.5,10
91,0,0,10,AODV,7.5,10
92,0,0,10,AODV,7.5,10
93,0,0,10,AODV,7.5,10
94,0,0,10,AODV,7.5,10
95,0,0,10,AODV,7.5,10
96,0,0,10,AODV,7.5,10
97,0,0,10,AODV,7.5,10
98,0,0,10,AODV,7.5,10
99,0,0,10,AODV,7.5,10
100,0,0,10,AODV,7.5,10
101,4.096,8,10,AODV,7.5,10
102,7.68,15,10,AODV,7.5,10
103,6.144,12,10,AODV,7.5,10
104,6.144,12,10,AODV,7.5,10
105,6.144,12,10,AODV,7.5,10
106,6.144,12,10,AODV,7.5,10
107,6.144,12,10,AODV,7.5,10
108,5.632,11,10,AODV,7.5,10
109,6.144,12,10,AODV,7.5,10
110,6.144,12,10,AODV,7.5,10
111,7.168,14,10,AODV,7.5,10
112,25.6,50,10,AODV,7.5,10
113,8.192,16,10,AODV,7.5,10
114,8.192,16,10,AODV,7.5,10
115,8.192,16,10,AODV,7.5,10
116,8.192,16,10,AODV,7.5,10
117,8.192,16,10,AODV,7.5,10
118,8.192,16,10,AODV,7.5,10
119,8.192,16,10,AODV,7.5,10
120,8.192,16,10,AODV,7.5,10
121,8.192,16,10,AODV,7.5,10
122,8.192,16,10,AODV,7.5,10
123,8.192,16,10,AODV,7.5,10
124,8.192,16,10,AODV,7.5,10
125,8.192,16,10,AODV,7.5,10
126,8.192,16,10,AODV,7.5,10
127,9.728,19,10,AODV,7.5,10
128,10.24,20,10,AODV,7.5,10
129,10.24,20,10,AODV,7.5,10
130,10.24,20,10,AODV,7.5,10
131,10.24,20,10,AODV,7.5,10
132,10.24,20,10,AODV,7.5,10
133,10.24,20,10,AODV,7.5,10
134,10.24,20,10,AODV,7.5,10
135,8.704,17,10,AODV,7.5,10
136,9.728,19,10,AODV,7.5,10
137,10.24,20,10,AODV,7.5,10
138,8.192,16,10,AODV,7.5,10
139,6.144,12,10,AODV,7.5,10
140,6.144,12,10,AODV,7.5,10
141,6.144,12,10,AODV,7.5,10
142,6.144,12,10,AODV,7.5,10
143,6.144,12,10,AODV,7.5,10
144,6.144,12,10,AODV,7.5,10
145,6.144,12,10,AODV,7.5,10
146,6.144,12,10,AODV,7.5,10
147,6.144,12,10,AODV,7.5,10
148,8.704,17,10,AODV,7.5,10
149,8.192,16,10,AODV,7.5,10
150,8.192,16,10,AODV,7.5,10
151,6.144,12,10,AODV,7.5,10
152,6.144,12,10,AODV,7.5,10
153,6.144,12,10,AODV,7.5,10
154,6.144,12,10,AODV,7.5,10
155,6.144,12,10,AODV,7.5,10
156,6.144,12,10,AODV,7.5,10
157,5.632,11,10,AODV,7.5,10
158,6.656,13,10,AODV,7.5,10
159,6.144,12,10,AODV,7.5,10
160,6.144,12,10,AODV,7.5,10
161,6.144,12,10,AODV,7.5,10
162,6.144,12,10,AODV,7.5,10
163,6.144,12,10,AODV,7.5,10
164,6.144,12,10,AODV,7.5,10
165,6.144,12,10,AODV,7.5,10
166,6.144,12,10,AODV,7.5,10
167,6.144,12,10,AODV,7.5,10
168,6.144,12,10,AODV,7.5,10
169,6.144,12,10,AODV,7.5,10
170,6.144,12,10,AODV,7.5,10
171,5.632,11,10,AODV,7.5,10
172,6.144,12,10,AODV,7.5,10
173,5.632,11,10,AODV,7.5,10
174,6.144,12,10,AODV,7.5,10
175,6.144,12,10,AODV,7.5,10
176,6.144,12,10,AODV,7.5,10
177,6.144,12,10,AODV,7.5,10
178,6.144,12,10,AODV,7.5,10
179,6.144,12,10,AODV,7.5,10
180,6.144,12,10,AODV,7.5,10
181,6.144,12,10,AODV,7.5,10
182,6.144,12,10,AODV,7.5,10
183,6.144,12,10,AODV,7.5,10
184,5.632,11,10,AODV,7.5,10
185,6.144,12,10,AODV,7.5,10
186,6.144,12,10,AODV,7.5,10
187,6.144,12,10,AODV,7.5,10
188,6.144,12,10,AODV,7.5,10
189,6.144,12,10,AODV,7.5,10
190,6.144,12,10,AODV,7.5,10
191,6.144,12,10,AODV,7.5,10
192,5.12,10,10,AODV,7.5,10
193,6.144,12,10,AODV,7.5,10
194,6.144,12,10,AODV,7.5,10
195,6.144,12,10,AODV,7.5,10
196,6.144,12,10,AODV,7.5,10
197,6.144,12,10,AODV,7.5,10
198,6.144,12,10,AODV,7.5,10
199,6.144,12,10,AODV,7.5,10
