SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower,NodeSpeed
57,0,0,10,AODV,7.5,5
58,0,0,10,AODV,7.5,5
59,0,0,10,AODV,7.5,5
60,0,0,10,AODV,7.5,5
61,0,0,10,AODV,7.5,5
62,0,0,10,AODV,7.5,5
63,0,0,10,AODV,7.5,5
64,0,0,10,AODV,7.5,5
65,0,0,10,AODV,7.5,5
66,0,0,10,AODV,7.5,5
67,0,0,10,AODV,7.5,5
68,0,0,10,AODV,7.5,5
69,0,0,10,AODV,7.5,5
70,0,0,10,AODV,7.5,5
71,0,0,10,AODV,7.5,5
72,0,0,10,AODV,7.5,5
73,0,0,10,AODV,7.5,5
74,0,0,10,AODV,7.5,5
75,0,0,10,AODV,7.5,5
76,0,0,10,AODV,7.5,5
77,0,0,10,AODV,7.5,5
78,0,0,10,AODV,7.5,5
79,0,0,10,AODV,7.5,5
80,0,0,10,AODV,7.5,5
81,0,0,10,AODV,7.5,5
82,0,0,10,AODV,7.5,5
83,0,0,10,AODV,7.5,5
84,0,0,10,AODV,7.5,5
85,0,0,10,AODV,7.5,5
86,0,0,10,AODV,7.5,5
87,0,0,10,AODV,7.5,5
88,0,0,10,AODV,7.5,5
89,0,0,10,AODV,7.5,5
90,0,0,10,AODV,7.5,5
91,0,0,10,AODV,7.5,5
92,0,0,10,AODV,7.5,5
93,0,0,10,AODV,7.5,5
94,0,0,10,AODV,7.5,5
95,0,0,10,AODV,7.5,5
96,0,0,10,AODV,7.5,5
97,0,0,10,AODV,7.5,5
98,0,0,10,AODV,7.5,5
99,0,0,10,AODV,7.5,5
100,0,0,10,AODV,7.5,5
101,0.512,1,10,AODV,7.5,5
102,12.8,25,10,AODV,7.5,5
103,13.312,26,10,AODV,7.5,5
104,14.336,28,10,AODV,7.5,5
105,19.968,39,10,AODV,7.5,5
106,15.36,30,10,AODV,7.5,5
107,14.848,29,10,AODV,7.5,5
108,19.968,39,10,AODV,7.5,5
109,14.848,29,10,AODV,7.5,5
110,17.408,34,10,AODV,7.5,5
111,14.848,29,10,AODV,7.5,5
112,11.264,22,10,AODV,7.5,5
113,14.848,29,10,AODV,7.5,5
114,13.824,27,10,AODV,7.5,5
115,12.8,25,10,AODV,7.5,5
116,12.288,24,10,AODV,7.5,5
117,12.288,24,10,AODV,7.5,5
118,16.384,32,10,AODV,7.5,5
119,16.384,32,10,AODV,7.5,5
120,15.872,31,10,AODV,7.5,5
121,15.872,31,10,AODV,7.5,5
122,16.384,32,10,AODV,7.5,5
123,15.872,31,10,AODV,7.5,5
124,12.8,25,10,AODV,7.5,5
125,15.872,31,10,AODV,7.5,5
126,15.872,31,10,AODV,7.5,5
127,13.312,26,10,AODV,7.5,5
128,8.704,17,10,AODV,7.5,5
129,3.072,6,10,AODV,7.5,5
130,2.048,4,10,AODV,7.5,5
131,2.048,4,10,AODV,7.5,5
132,2.048,4,10,AODV,7.5,5
133,2.048,4,10,AODV,7.5,5
134,2.048,4,10,AODV,7.5,5
135,2.048,4,10,AODV,7.5,5
136,2.048,4,10,AODV,7.5,5
137,2.048,4,10,AODV,7.5,5
138,2.048,4,10,AODV,7.5,5
139,2.048,4,10,AODV,7.5,5
140,2.048,4,10,AODV,7.5,5
141,2.048,4,10,AODV,7.5,5
142,2.048,4,10,AODV,7.5,5
143,2.048,4,10,AODV,7.5,5
144,2.048,4,10,AODV,7.5,5
145,2.048,4,10,AODV,7.5,5
146,2.048,4,10,AODV,7.5,5
147,2.048,4,10,AODV,7.5,5
148,2.048,4,10,AODV,7.5,5
149,3.072,6,10,AODV,7.5,5
150,9.216,18,10,AODV,7.5,5
151,18.432,36,10,AODV,7.5,5
152,11.776,23,10,AODV,7.5,5
153,10.24,20,10,AODV,7.5,5
154,10.24,20,10,AODV,7.5,5
155,8.192,16,10,AODV,7.5,5
156,8.192,16,10,AODV,7.5,5
157,8.192,16,10,AODV,7.5,5
158,8.192,16,10,AODV,7.5,5
159,11.264,22,10,AODV,7.5,5
160,12.288,24,10,AODV,7.5,5
161,11.264,22,10,AODV,7.5,5
162,12.288,24,10,AODV,7.5,5
163,11.776,23,10,AODV,7.5,5
164,11.264,22,10,AODV,7.5,5
165,11.776,23,10,AODV,7.5,5
166,11.264,22,10,AODV,7.5,5
167,13.824,27,10,AODV,7.5,5
168,14.848,29,10,AODV,7.5,5
169,15.872,31,10,AODV,7.5,5
170,15.36,30,10,AODV,7.5,5
171,14.848,29,10,AODV,7.5,5
172,13.824,27,10,AODV,7.5,5
173,13.824,27,10,AODV,7.5,5
174,14.336,28,10,AODV,7.5,5
175,14.336,28,10,AODV,7.5,5
176,11.264,22,10,AODV,7.5,5
177,10.24,20,10,AODV,7.5,5
178,10.24,20,10,AODV,7.5,5
179,10.24,20,10,AODV,7.5,5
180,9.728,19,10,AODV,7.5,5
181,7.68,15,10,AODV,7.5,5
182,12.288,24,10,AODV,7.5,5
183,10.752,21,10,AODV,7.5,5
184,12.288,24,10,AODV,7.5,5
185,12.288,24,10,AODV,7.5,5
186,11.264,22,10,AODV,7.5,5
187,12.288,24,10,AODV,7.5,5
188,11.776,23,10,AODV,7.5,5
189,12.288,24,10,AODV,7.5,5
190,12.288,24,10,AODV,7.5,5
191,12.288,24,10,AODV,7.5,5
192,9.728,19,10,AODV,7.5,5
193,12.288,24,10,AODV,7.5,5
194,12.288,24,10,AODV,7.5,5
195,12.288,24,10,AODV,7.5,5
196,11.776,23,10,AODV,7.5,5
197,12.288,24,10,AODV,7.5,5
198,11.776,23,10,AODV,7.5,5
199,10.752,21,10,AODV,7.5,5
