SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower,NodeSpeed
106,6.144,12,10,DSR,7.5,20
107,6.144,12,10,DSR,7.5,20
108,8.704,17,10,DSR,7.5,20
109,8.192,16,10,DSR,7.5,20
110,8.192,16,10,DSR,7.5,20
111,7.68,15,10,DSR,7.5,20
112,8.192,16,10,DSR,7.5,20
113,6.144,12,10,DSR,7.5,20
114,8.192,16,10,DSR,7.5,20
115,8.192,16,10,DSR,7.5,20
116,6.656,13,10,DSR,7.5,20
117,5.632,11,10,DSR,7.5,20
118,6.144,12,10,DSR,7.5,20
119,5.12,10,10,DSR,7.5,20
120,5.12,10,10,DSR,7.5,20
121,6.144,12,10,DSR,7.5,20
122,6.144,12,10,DSR,7.5,20
123,6.144,12,10,DSR,7.5,20
124,5.12,10,10,DSR,7.5,20
125,4.096,8,10,DSR,7.5,20
126,4.096,8,10,DSR,7.5,20
127,4.608,9,10,DSR,7.5,20
128,4.096,8,10,DSR,7.5,20
129,5.632,11,10,DSR,7.5,20
130,4.096,8,10,DSR,7.5,20
131,4.096,8,10,DSR,7.5,20
132,2.56,5,10,DSR,7.5,20
133,2.048,4,10,DSR,7.5,20
134,2.048,4,10,DSR,7.5,20
135,2.048,4,10,DSR,7.5,20
136,2.048,4,10,DSR,7.5,20
137,2.048,4,10,DSR,7.5,20
138,1.536,3,10,DSR,7.5,20
139,2.048,4,10,DSR,7.5,20
140,0,0,10,DSR,7.5,20
141,5.12,10,10,DSR,7.5,20
142,4.096,8,10,DSR,7.5,20
143,3.584,7,10,DSR,7.5,20
144,4.608,9,10,DSR,7.5,20
145,4.096,8,10,DSR,7.5,20
146,4.096,8,10,DSR,7.5,20
147,4.096,8,10,DSR,7.5,20
148,4.096,8,10,DSR,7.5,20
149,2.56,5,10,DSR,7.5,20
150,2.56,5,10,DSR,7.5,20
151,6.144,12,10,DSR,7.5,20
152,5.632,11,10,DSR,7.5,20
153,4.096,8,10,DSR,7.5,20
154,5.12,10,10,DSR,7.5,20
155,6.656,13,10,DSR,7.5,20
156,4.608,9,10,DSR,7.5,20
157,4.096,8,10,DSR,7.5,20
158,3.584,7,10,DSR,7.5,20
159,3.072,6,10,DSR,7.5,20
160,2.048,4,10,DSR,7.5,20
161,2.048,4,10,DSR,7.5,20
162,2.048,4,10,DSR,7.5,20
163,4.096,8,10,DSR,7.5,20
164,4.096,8,10,DSR,7.5,20
165,3.584,7,10,DSR,7.5,20
166,2.048,4,10,DSR,7.5,20
167,2.048,4,10,DSR,7.5,20
168,2.048,4,10,DSR,7.5,20
169,2.048,4,10,DSR,7.5,20
170,2.048,4,10,DSR,7.5,20
171,2.048,4,10,DSR,7.5,20
172,2.048,4,10,DSR,7.5,20
173,2.048,4,10,DSR,7.5,20
174,2.048,4,10,DSR,7.5,20
175,2.048,4,10,DSR,7.5,20
176,2.048,4,10,DSR,7.5,20
177,2.048,4,10,DSR,7.5,20
178,2.048,4,10,DSR,7.5,20
179,2.048,4,10,DSR,7.5,20
180,2.048,4,10,DSR,7.5,20
181,2.048,4,10,DSR,7.5,20
182,2.048,4,10,DSR,7.5,20
183,1.536,3,10,DSR,7.5,20
184,2.56,5,10,DSR,7.5,20
185,2.048,4,10,DSR,7.5,20
186,1.536,3,10,DSR,7.5,20
187,2.048,4,10,DSR,7.5,20
188,2.048,4,10,DSR,7.5,20
189,3.072,6,10,DSR,7.5,20
190,1.024,2,10,DSR,7.5,20
191,1.024,2,10,DSR,7.5,20
192,2.048,4,10,DSR,7.5,20
193,2.048,4,10,DSR,7.5,20
194,2.048,4,10,DSR,7.5,20
195,1.536,3,10,DSR,7.5,20
196,1.536,3,10,DSR,7.5,20
197,2.56,5,10,DSR,7.5,20
198,4.096,8,10,DSR,7.5,20
199,4.096,8,10,DSR,7.5,20
